state,year,value
Nevada,2018,85.86558801922448
New Hampshire,2018,89.08364268879468
New Jersey,2018,87.98464533890208
New Mexico,2018,76.90572766665869
New York,2018,85.25288736347082
North Carolina,2018,83.49576787714803
North Dakota,2018,80.3165755976891
Ohio,2018,84.50901269398629
Oklahoma,2018,81.947539570864
Oregon,2018,87.91471795215766
Pennsylvania,2018,84.05681323607045
Rhode Island,2018,85.31751985498299
South Carolina,2018,81.49840948427664
South Dakota,2018,82.10618644141393
Tennessee,2018,82.06508293829759
Texas,2018,84.51394080839944
Vermont,2018,82.47294096941918
Utah,2018,89.96937603802617
Virginia,2018,85.59166928040852
Washington,2018,89.96655241186984
West Virginia,2018,78.95938903203063
Alabama,2018,79.32884285332345
Alaska,2018,87.47363003877415
Arizona,2018,86.2436493467845
Arkansas,2018,76.91307194120796
California,2018,88.74165189094776
Colorado,2018,89.38659666650895
Delaware,2018,88.3654136442635
Connecticut,2018,87.00680869405576
Florida,2018,85.24709713653799
Georgia,2018,83.7480134167339
Idaho,2018,86.21191060021553
Hawaii,2018,85.73364462376101
Illinois,2018,85.10492790754273
Indiana,2018,82.7742251465757
Iowa,2018,83.57643076238709
Kansas,2018,84.32656201473785
Kentucky,2018,81.66591928380522
Louisiana,2018,78.09655656738927
Maine,2018,83.95916585277755
Maryland,2018,88.16607887866748
Massachusetts,2018,87.94365265477116
Michigan,2018,84.12067216749304
Minnesota,2018,86.77879488819988
Mississippi,2019,76.83836728535604
Missouri,2019,84.78605659028847
Montana,2019,85.03305144967108
Nebraska,2019,86.96509403145271
Nevada,2019,85.6300123212048
New Hampshire,2019,89.21307139321311
New Jersey,2019,89.37781626795656
New Mexico,2019,78.49940762773815
New York,2019,86.24953872878757
North Carolina,2019,85.25191110601462
North Dakota,2019,84.06554174561617
Ohio,2019,85.37779525361813
Oklahoma,2019,83.57062263276418
Oregon,2019,89.01750505653129
Pennsylvania,2019,85.5564556441775
Rhode Island,2019,87.65122527469829
South Carolina,2019,82.69429606030624
South Dakota,2019,84.98243352864196
Tennessee,2019,82.97473535043207
Texas,2019,86.2637486998161
Vermont,2019,83.42447872069172
Utah,2019,90.78619531085945
Virginia,2019,86.71001460909625
Washington,2019,91.21254829961157
West Virginia,2019,80.99756239914856
Wisconsin,2019,86.02238392909143
Wyoming,2019,87.75393775093511
Illinois,2019,85.9661085498045
Georgia,2019,85.03906596752316
Idaho,2019,88.40741683807038
Hawaii,2019,88.02447458515921
Indiana,2019,83.8864562421928
Iowa,2019,83.94766710611464
Kansas,2019,85.20445319411172
Kentucky,2019,83.1469316053003
Louisiana,2019,80.59774530233028
Maine,2019,84.89778912098296
Maryland,2019,89.10712256827948
Massachusetts,2019,88.9314440068209
Michigan,2019,85.88370429332876
Minnesota,2019,87.94628555796719
Connecticut,2019,88.5460431059146
Florida,2019,86.82028659349199
Alabama,2019,81.59351720300005
Alaska,2019,87.82548701620546
Arizona,2019,87.20136486819968
Arkansas,2019,79.84637952918712
California,2019,89.80581435920531
Colorado,2019,90.9558530412245
Delaware,2019,88.78611733499186
Alabama,2021,85.03785655220504
Arizona,2021,91.42296812000328
Arkansas,2021,85.51401355946523
California,2021,92.9090287237464
Colorado,2021,93.00950869028752
Connecticut,2021,92.1599117280316
Delaware,2021,91.87678185090078
Florida,2021,90.46558515148688
Georgia,2021,89.95933377471096
Hawaii,2021,91.33916911524649
Idaho,2021,90.4525553336158
Illinois,2021,89.78019452921394
Indiana,2021,89.32186963525118
Iowa,2021,88.34534055843017
Kansas,2021,89.84224685209823
Kentucky,2021,87.10559886922755
Louisiana,2021,85.42067935629545
Maine,2021,89.75685027273063
Maryland,2021,91.78796358715124
Massachusetts,2021,92.18569795485206
Michigan,2021,89.99234413956471
Minnesota,2021,91.30196713506557
Mississippi,2021,81.84463501152166
Missouri,2021,88.4733664246255
Montana,2021,88.78024007181217
Nebraska,2021,89.76121590570777
Nevada,2021,90.54743238933001
New Hampshire,2021,92.34653100400347
New Jersey,2021,91.87319983590365
New Mexico,2021,84.30852498839938
New York,2021,90.4449638857883
North Carolina,2021,88.91644049045466
North Dakota,2021,88.05622133818692
Ohio,2021,88.90174515541528
Oklahoma,2021,87.81001145373254
Oregon,2021,91.61646400591096
Pennsylvania,2021,88.82887903436173
Rhode Island,2021,90.77288320421655
South Carolina,2021,87.75461323374174
South Dakota,2021,87.99564007655084
Tennessee,2021,87.99813744971385
Texas,2021,90.14474196449933
Utah,2021,93.48614932923226
Vermont,2021,89.232056203107
Virginia,2021,90.64794695180282
Washington,2021,93.48188686924168
West Virginia,2021,84.95931188131836
Wisconsin,2021,89.64415890806826
Wyoming,2021,90.30824301891145
Alaska,2021,90.71139762118013
Alabama,2022,87.43622448979592
Alaska,2022,91.5622018108051
Arizona,2022,91.14843404925033
Arkansas,2022,86.82099346575049
California,2022,93.42891148766556
Colorado,2022,93.18799421618195
Connecticut,2022,92.05495122538163
Delaware,2022,92.5318267906764
Florida,2022,91.65140373294008
Georgia,2022,91.17498076343682
Hawaii,2022,91.29372487758349
Idaho,2022,92.08451218780982
Illinois,2022,90.7116186347491
Indiana,2022,90.07613821291778
Iowa,2022,89.59011867061861
Kansas,2022,90.78647555420176
Kentucky,2022,89.0540717894875
Louisiana,2022,85.38160010831625
Maine,2022,90.68355199904846
Maryland,2022,92.36901426945636
Massachusetts,2022,92.87702089087904
Michigan,2022,90.52729795192619
Minnesota,2022,92.0283439339589
Mississippi,2022,84.26737725760664
Missouri,2022,89.47622204809836
Montana,2022,89.17172335327277
Nebraska,2022,90.20751857980444
Nevada,2022,91.54541722159358
New Hampshire,2022,93.91604752162522
New Jersey,2022,92.99859140432496
New Mexico,2022,86.62725855853094
New York,2022,90.41142954459741
North Carolina,2022,90.23893846065818
North Dakota,2022,89.41115780391637
Ohio,2022,90.394173595785
Oklahoma,2022,88.62660344016578
Oregon,2022,92.41667342470197
Pennsylvania,2022,89.89963289079374
Rhode Island,2022,91.36824808367362
South Carolina,2022,89.1541047151792
South Dakota,2022,89.86641325006788
Tennessee,2022,89.6091030827447
Texas,2022,91.45749509276399
Utah,2022,93.58603473611528
Vermont,2022,90.66260059908333
Virginia,2022,90.85818020254942
Washington,2022,93.56766158444626
West Virginia,2022,86.42490367913778
Wisconsin,2022,90.58845395305968
Wyoming,2022,89.48261761212555
Alabama,2023,89.44956118437568
Alaska,2023,93.06380304278098
Arizona,2023,92.31919763716309
Arkansas,2023,88.3805361631509
California,2023,94.19941114537596
Colorado,2023,94.49313726984043
Connecticut,2023,92.56484373538171
Delaware,2023,92.77923931192483
Florida,2023,92.91431501732802
Georgia,2023,92.37080791048395
Hawaii,2023,92.61649166427077
Idaho,2023,92.81248806672812
Illinois,2023,91.64663888148337
Indiana,2023,90.8075158237325
Iowa,2023,89.93212153662424
Kansas,2023,91.62748035074138
Kentucky,2023,90.05207695498983
Louisiana,2023,88.010458499985
Maine,2023,91.81995990812956
Maryland,2023,92.91324120492386
Massachusetts,2023,93.87993647946578
Michigan,2023,91.56976383273906
Minnesota,2023,92.16756979942264
Mississippi,2023,86.53422674279561
Missouri,2023,90.74182666861222
Montana,2023,90.9228176210224
Nebraska,2023,92.07127972241062
Nevada,2023,93.91059741892813
New Hampshire,2023,93.85909923387996
New Jersey,2023,94.04675540779498
New Mexico,2023,88.60445025566789
New York,2023,92.00143880341139
North Carolina,2023,91.53061612427433
North Dakota,2023,89.02203461525947
Ohio,2023,91.1706789221503
Oklahoma,2023,90.17579077531063
Oregon,2023,93.3018464084929
Pennsylvania,2023,91.02178370533538
Rhode Island,2023,92.85958826974188
South Carolina,2023,90.82628586700022
South Dakota,2023,91.75320095414453
Tennessee,2023,91.03538456320136
Texas,2023,92.48309488488448
Utah,2023,94.14769384142221
Vermont,2023,92.02645093915855
Virginia,2023,92.13470598089147
Washington,2023,94.14761395753023
West Virginia,2023,86.82797144870395
Wisconsin,2023,91.60538064121619
Wyoming,2023,90.50766469389735
